+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x599i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x600i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x601i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x602i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x603i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x604i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x605i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x606i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x607i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x608i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x609i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x610i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x611i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x612i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x613i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x614i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x615i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x616i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x617i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x618i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x619i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x620i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x621i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x622i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x623i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x624i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x625i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x626i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x627i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x628i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x629i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x630i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x631i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc                              ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d                                 ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x24i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x25i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x26i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x27i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x28i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x29i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x30i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x31i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x0i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x1i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x2i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x3i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x4i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x5i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x6i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x7i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x8i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x9i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x10i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x11i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x12i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x13i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x14i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x15i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x16i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x17i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x18i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x19i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x20i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x21i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x22i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x23i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x89i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x90i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x91i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x92i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x93i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x94i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x95i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x96i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x97i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x98i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x99i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x100i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x101i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x102i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x103i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x104i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x105i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x106i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x107i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x108i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x109i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x110i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x111i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x112i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x113i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x114i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x115i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x116i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x117i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x118i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x119i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x120i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x121i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x122i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
